id,title,scheme
oefos:303017,Food hygiene,oefos
oefos:303018,Air hygiene,oefos
oefos:303019,Medical ethics,oefos
oefos:303020,Medical microbiology,oefos
oefos:303021,Medical rehabilitation,oefos
oefos:303022,Palliative care,oefos
oefos:303023,Parasitology,oefos
oefos:303024,Nursing science,oefos
oefos:303025,Preventive medicine,oefos
oefos:303026,Public health,oefos
oefos:303027,Social medicine,oefos
oefos:303028,Sport science,oefos
oefos:303029,Addiction research,oefos
oefos:303030,Training science,oefos
oefos:303031,Tropical medicine,oefos
oefos:303032,Environmental hygiene,oefos
oefos:303033,Environmental medicine,oefos
oefos:303034,Virology,oefos
oefos:303035,Water hygiene,oefos
oefos:303036,Patient safety,oefos
oefos:303037,Occupational therapy,oefos
oefos:303038,Physiotherapy,oefos
oefos:303039,Radiological technology,oefos
oefos:303040,Health services research,oefos
oefos:304001,Medical biotechnology related ethics,oefos
oefos:304002,Genetic diagnostics,oefos
oefos:304004,Gene therapy,oefos
oefos:304005,Medical biotechnology,oefos
oefos:304006,Pharmacogenomics,oefos
oefos:304007,Tissue engineering,oefos
oefos:304008,Regenerative medicine,oefos
oefos:305101,Bloodstain pattern analysis,oefos
oefos:305102,DNA analysis (Forensic medicine),oefos
oefos:305103,Forensic biology,oefos
oefos:305104,Forensic chemistry,oefos
oefos:305105,Forensic psychiatry,oefos
oefos:305106,Forensic radiology,oefos
oefos:305107,Forensic toxicology,oefos
oefos:305108,Forensic human medicine,oefos
oefos:305109,Forensic anthropology,oefos
oefos:305901,Computer-aided diagnosis and therapy,oefos
oefos:305902,Gender medicine,oefos
oefos:305903,History of medicine,oefos
oefos:305904,Medical documentation,oefos
oefos:305905,Medical informatics,oefos
oefos:305906,Medical cybernetics,oefos
oefos:305907,Medical statistics,oefos
oefos:305908,Sports medicine,oefos
oefos:305909,Stress research,oefos
oefos:305910,Traffic medicine,oefos
oefos:401101,Cultivation of land,oefos
oefos:401102,Irrigation management,oefos
oefos:401103,Horticulture,oefos
oefos:401104,Vegetable growing,oefos
oefos:401105,Grain cultivation,oefos
oefos:401106,Landscape conservation,oefos
oefos:401107,Agricultural engineering,oefos
oefos:401108,Fruit growing,oefos
oefos:401109,Organic farming,oefos
oefos:401110,Plant cultivation,oefos
oefos:401111,Plant nutrition,oefos
oefos:401112,Plant protection,oefos
oefos:401113,Plant breeding,oefos
oefos:401114,Seed breeding,oefos
oefos:401115,Seed cultivation,oefos
oefos:401116,Special crops,oefos
oefos:401117,Viticulture,oefos
oefos:401118,Cultivation of ornamental plants,oefos
oefos:401119,Field forage growing,oefos
oefos:401201,Forest entomology,oefos
oefos:401202,Forest pathology,oefos
oefos:401203,Forest protection,oefos
oefos:401204,Forest engineering,oefos
oefos:401205,Forestry,oefos
oefos:401206,Wood industry,oefos
oefos:401207,Silviculture,oefos
oefos:401208,Forest ecology,oefos
oefos:401209,Forest growth,oefos
oefos:401901,Soil erosion,oefos
oefos:401902,Soil science,oefos
oefos:401903,Fishery,oefos
oefos:401904,History of agriculture and forestry,oefos
oefos:401905,Renewable resources,oefos
oefos:401906,Game management,oefos
oefos:402001,Apiology,oefos
oefos:402002,Ichthyology,oefos
oefos:402003,Meat hygiene,oefos
oefos:402004,Meat production,oefos
oefos:402005,Feed analysis,oefos
oefos:402006,Pet breeding,oefos
oefos:402007,Apiculture,oefos
oefos:402008,Artificial insemination,oefos
oefos:402009,Food testing,oefos
oefos:402010,Milk hygiene,oefos
oefos:402011,Milk production,oefos
oefos:402012,Livestock ethology,oefos
oefos:402014,Animal husbandry,oefos
oefos:402015,Animal production,oefos
oefos:402016,Animal welfare,oefos
oefos:402017,Animal breeding,oefos
oefos:402018,Laboratory animal science,oefos
oefos:403001,Veterinary anaesthesiology,oefos
oefos:403002,Veterinary anatomy,oefos
oefos:403003,Veterinary andrology,oefos
oefos:403004,Veterinary ophthalmology,oefos
oefos:403005,Veterinary bacteriology,oefos
oefos:403006,Veterinary diagnostic imaging,oefos
oefos:403007,Veterinary surgery,oefos
oefos:403008,Veterinary diagnostics,oefos
oefos:403009,Veterinary embryology,oefos
oefos:403010,Veterinary obstetrics,oefos
oefos:403011,Forensic veterinary medicine,oefos
oefos:403012,History of veterinary medicine,oefos
oefos:403013,Veterinary gynaecology,oefos
oefos:403014,Veterinary histology,oefos
oefos:403015,Veterinary hygiene,oefos
oefos:403016,Veterinary immunology,oefos
oefos:403017,Veterinary internal medicine,oefos
oefos:403018,Veterinary laboratory diagnostics,oefos
oefos:403019,Veterinary medical biochemistry,oefos
oefos:403020,Veterinary medical chemistry,oefos
oefos:403021,Veterinary neurology,oefos
oefos:403022,Veterinary orthopaedics,oefos
oefos:403023,Veterinary parasitology,oefos
oefos:403024,Veterinary pathology,oefos
oefos:403025,Veterinary pharmacology,oefos
oefos:403026,Veterinary physiology,oefos
oefos:403027,Veterinary phytotherapy,oefos
oefos:403028,Animal nutrition,oefos
oefos:403029,Control of animal diseases,oefos
oefos:403030,Veterinary toxicology,oefos
oefos:403031,Veterinary virology,oefos
oefos:403032,Veterinary dentistry,oefos
oefos:403033,Veterinary regenerative medicine,oefos
oefos:403034,Veterinary pain medicine,oefos
oefos:403035,Herd health management,oefos
oefos:404001,Agricultural biotechnology,oefos
oefos:404002,Biopharming,oefos
oefos:404003,Agricultural and food biotechnology related ethics,oefos
oefos:404004,Fermentation,oefos
oefos:404005,Fermentation technology,oefos
oefos:404006,Genetic engineering,oefos
oefos:404007,Food biotechnology,oefos
oefos:405001,Agroecology,oefos
oefos:405002,Agricultural economics,oefos
oefos:405003,Agricultural policy,oefos
oefos:405004,Sustainable agriculture,oefos
oefos:405005,Wildlife science,oefos
oefos:405006,Agricultural sociology,oefos
oefos:405007,Wildlife management,oefos
oefos:501001,General psychology,oefos
oefos:501002,Applied psychology,oefos
oefos:501003,Occupational psychology,oefos
oefos:501004,Differential psychology,oefos
oefos:501005,Developmental psychology,oefos
oefos:501006,Experimental psychology,oefos
oefos:501007,History of psychology,oefos
oefos:501008,Group dynamics,oefos
oefos:501009,Child and adolescent psychology,oefos
oefos:501010,Clinical psychology,oefos
oefos:501011,Cognitive psychology,oefos
oefos:501012,Media psychology,oefos
oefos:501013,Motivational psychology,oefos
oefos:501014,Neuropsychology,oefos
oefos:501015,Organisational psychology,oefos
oefos:501016,Educational psychology,oefos
oefos:501017,Psychoanalysis,oefos
oefos:501018,Psychological diagnostics,oefos
oefos:501019,Psychotherapy,oefos
oefos:501020,Legal psychology,oefos
oefos:501021,Social psychology,oefos
oefos:501022,Suicidology,oefos
oefos:501023,Depth psychology,oefos
oefos:501024,Behavioural therapy,oefos
oefos:501025,Traffic psychology,oefos
oefos:501026,Psychology of perception,oefos
oefos:501027,Music therapy,oefos
oefos:501028,Psychosocial support in emergencies,oefos
oefos:501029,Economic psychology,oefos
oefos:501030,Cognitive science,oefos
oefos:502001,Labour market policy,oefos
oefos:502002,Labour economics,oefos
oefos:502003,Foreign trade,oefos
oefos:502004,Banking management,oefos
oefos:502005,Economics of education,oefos
oefos:502006,Controlling,oefos
oefos:502007,E-commerce,oefos
oefos:502008,Development economics,oefos
oefos:502009,Corporate finance,oefos
oefos:502010,Public finance,oefos
oefos:502011,Cooperative systems,oefos
oefos:502012,Industrial management,oefos
oefos:502013,Industrial economics,oefos
oefos:502014,Innovation research,oefos
oefos:502015,Innovation management,oefos
oefos:502016,SME-research,oefos
oefos:502017,Logistics,oefos
oefos:502018,Macroeconomics,oefos
oefos:502019,Marketing,oefos
oefos:502020,Market research,oefos
oefos:502021,Microeconomics,oefos
oefos:502022,Sustainable economics,oefos
oefos:502023,NPO research,oefos
oefos:502024,Public economy,oefos
oefos:502025,Econometrics,oefos
oefos:502026,Human resource management,oefos
oefos:502027,Political economy,oefos
oefos:502028,Production management,oefos
oefos:502029,Product management,oefos
oefos:502030,Project management,oefos
oefos:502031,Public management,oefos
oefos:502032,Quality management,oefos
oefos:502033,Accounting,oefos
oefos:502034,Regulatory economics,oefos
oefos:502035,Auditing and trusts,oefos
oefos:502036,Risk management,oefos
oefos:502037,Location planning,oefos
oefos:502038,Taxation,oefos
oefos:502039,Structural policy,oefos
oefos:502040,Tourism research,oefos
oefos:502041,Environmental management,oefos
oefos:502042,Environmental economics,oefos
oefos:502043,Business consultancy,oefos
oefos:502044,Business management,oefos
oefos:502045,Behavioural economics,oefos
oefos:502046,Economic policy,oefos
oefos:502047,Economic theory,oefos
oefos:502048,Business ethics,oefos
oefos:502049,Economic history,oefos
oefos:502050,Business informatics,oefos
oefos:502051,Economic statistics,oefos
oefos:502052,Business administration,oefos
oefos:502053,Economics,oefos
oefos:502054,Entrepreneurship,oefos
oefos:502055,Distribution economics,oefos
oefos:502056,Auditing,oefos
oefos:502057,Experimental economics,oefos
oefos:503001,General education,oefos
oefos:503002,Applied education,oefos
oefos:503003,Talent research,oefos
oefos:503004,Vocational studies,oefos
oefos:503005,Vocational education,oefos
oefos:503006,Educational research,oefos
oefos:503007,Didactics,oefos
oefos:503008,E-learning,oefos
oefos:503009,Adult education,oefos
oefos:503010,"Subject didactics of agricultural sciences, veterinary medicine",oefos
oefos:503011,Subject didactics of humanities,oefos
oefos:503012,Subject didactics of human medicine and health sciences,oefos
oefos:503013,Subject didactics of natural sciences,oefos
oefos:503014,Subject didactics of social sciences,oefos
oefos:503015,Subject didactics of technical sciences,oefos
oefos:503016,Leisure education,oefos
oefos:503017,History of education,oefos
oefos:503018,University didactics,oefos
oefos:503019,Art education,oefos
oefos:503020,Media education,oefos
oefos:503021,Museum education,oefos
oefos:503022,Music education,oefos
oefos:503023,Qualification research,oefos
oefos:503024,Religious education,oefos
oefos:503025,School pedagogy,oefos
oefos:503026,Orthopaedagogy,oefos
oefos:503027,Social pedagogy,oefos
oefos:503028,Sport pedagogy,oefos
oefos:503029,Language teaching research,oefos
oefos:503030,Business education,oefos
oefos:503031,Elementary pedagogy,oefos
oefos:503032,Teaching and learning research,oefos
oefos:503033,Political education,oefos
oefos:503034,Inclusive education,oefos
oefos:503035,Sex education,oefos
oefos:503036,Vocal research,oefos
oefos:504001,General sociology,oefos
oefos:504002,Sociology of work,oefos
oefos:504003,Poverty and social exclusion,oefos
oefos:504004,Population statistics,oefos
oefos:504005,Educational sociology,oefos
oefos:504006,Demography,oefos
oefos:504007,Empirical social research,oefos
oefos:504008,Ethnography,oefos
oefos:504009,Ethnology,oefos
oefos:504010,European ethnology,oefos
oefos:504011,Genealogy,oefos
oefos:504012,Leisure research,oefos
oefos:504013,Gender mainstreaming,oefos
oefos:504014,Gender studies,oefos
oefos:504015,History of sociology,oefos
oefos:504016,Sociology of youth,oefos
oefos:504017,Cultural anthropology,oefos
oefos:504018,Sociology of culture,oefos
oefos:504019,Media sociology,oefos
oefos:504020,Medical sociology,oefos
oefos:504021,Migration research,oefos
oefos:504022,Music sociology,oefos
oefos:504023,Political sociology,oefos
oefos:504024,Sociology of law,oefos
oefos:504025,Sociology of religion,oefos
oefos:504026,Social history,oefos
oefos:504027,Special sociology,oefos
oefos:504028,Sociology of technology,oefos
oefos:504029,Environmental sociology,oefos
oefos:504030,Economic sociology,oefos
oefos:504031,Diversity research,oefos
oefos:505001,Labour law,oefos
oefos:505002,Data protection,oefos
oefos:505003,European law,oefos
oefos:505004,Financial law,oefos
oefos:505005,Intellectual property,oefos
oefos:505006,Fundamental rights,oefos
oefos:505007,Insolvency law,oefos
oefos:505008,Criminology,oefos
oefos:505009,Mediation,oefos
oefos:505010,Medical law,oefos
oefos:505011,Human rights,oefos
oefos:505012,Public law,oefos
oefos:505013,Private law,oefos
oefos:505014,Legal history,oefos
oefos:505015,Legal informatics,oefos
oefos:505016,Legal theory,oefos
oefos:505017,Comparative law,oefos
oefos:505018,Religious law,oefos
oefos:505019,Roman law,oefos
oefos:505020,Social law,oefos
oefos:505022,Tax law,oefos
oefos:505023,Criminal procedural law,oefos
oefos:505024,Criminal law,oefos
oefos:505025,Business law,oefos
oefos:505026,Constitutional law,oefos
oefos:505027,Administrative studies,oefos
oefos:505028,Administrative law,oefos
oefos:505029,International law,oefos
oefos:505030,Commercial law,oefos
oefos:505031,Civil law,oefos
oefos:505032,Civil procedure law,oefos
oefos:505033,Anti-discrimination law,oefos
oefos:505034,Banking and capital market law,oefos
oefos:505035,Building law,oefos
oefos:505036,Energy law,oefos
oefos:505037,Family and inheritance law,oefos
oefos:505038,Trademark and patent law,oefos
oefos:505039,Media law,oefos
oefos:505040,Sports law,oefos
oefos:505041,Environmental law,oefos
oefos:505042,Traffic law,oefos
oefos:505043,Competition and antitrust law,oefos
oefos:505044,Corporate law,oefos
oefos:505045,Higher education law,oefos
oefos:505046,Air and space law,oefos
oefos:505047,General procedural law,oefos
oefos:505048,Property law,oefos
oefos:505049,Arbitration law,oefos
oefos:505050,Animal protection law,oefos
oefos:506001,General theory of the state,oefos
oefos:506002,E-government,oefos
oefos:506003,Development policy,oefos
oefos:506004,European integration,oefos
oefos:506005,Research policy,oefos
oefos:506006,Peace studies,oefos
oefos:506007,International relations,oefos
oefos:506008,Conflict research,oefos
oefos:506009,Organisation theory,oefos
oefos:506010,Policy analysis,oefos
oefos:506011,Political history,oefos
oefos:506012,Political systems,oefos
oefos:506013,Political theory,oefos
oefos:506014,Comparative politics,oefos
oefos:506015,Asylum policy,oefos
oefos:506016,Migration policy,oefos
oefos:506017,Science and technology policy,oefos
oefos:507001,Applied geography,oefos
oefos:507002,Population geography,oefos
oefos:507003,Geoinformatics,oefos
oefos:507004,History of geography,oefos
oefos:507005,Cultural geography,oefos
oefos:507006,Cultural landscape research,oefos
oefos:507007,Land use planning,oefos
oefos:507008,Landscape planning,oefos
oefos:507009,Regional planning,oefos
oefos:507010,Political geography,oefos
oefos:507011,Spatial research,oefos
oefos:507012,Spatial structure,oefos
oefos:507013,Regional geography,oefos
oefos:507014,Regional development,oefos
oefos:507015,Regional research,oefos
oefos:507016,Regional economy,oefos
oefos:507017,Social geography,oefos
oefos:507018,Urban and village renewal,oefos
oefos:507019,Urban development planning,oefos
oefos:507020,Urbanism,oefos
oefos:507021,Urban history,oefos
oefos:507022,Urban planning,oefos
oefos:507023,Location development,oefos
oefos:507024,Environmental policy,oefos
oefos:507025,Transport planning,oefos
oefos:507026,Economic geography,oefos
oefos:507027,Sustainable urban development,oefos
oefos:507028,Cartography,oefos
oefos:508001,Archive studies,oefos
oefos:508002,Audiovisual media,oefos
oefos:508003,Library science,oefos
oefos:508004,Intercultural communication,oefos
oefos:508006,Communication theory,oefos
oefos:508007,Communication science,oefos
oefos:508008,Media analysis,oefos
oefos:508009,Media research,oefos
oefos:508010,Media history,oefos
oefos:508011,Media theory,oefos
oefos:508012,Media impact studies,oefos
oefos:508013,Public relations,oefos
oefos:508014,Journalism,oefos
oefos:508015,Business communication,oefos
oefos:508016,Science communication,oefos
oefos:508017,Organisational communication,oefos
oefos:508018,Reception research,oefos
oefos:508019,Media ethics,oefos
oefos:508020,Political communication,oefos
oefos:509001,Action research,oefos
oefos:509002,Disability studies,oefos
oefos:509003,Development cooperation,oefos
oefos:509004,Evaluation research,oefos
oefos:509005,Gerontology,oefos
oefos:509006,History of social sciences,oefos
oefos:509007,Graffiti research,oefos
oefos:509008,"Child research, youth research",oefos
oefos:509009,Military strategic research,oefos
oefos:509010,Minority research,oefos
oefos:509011,Organisational development,oefos
oefos:509012,Social policy,oefos
oefos:509013,Social statistics,oefos
oefos:509014,Game research,oefos
oefos:509015,Accident research,oefos
oefos:509016,Transport economics,oefos
oefos:509017,Social studies of science,oefos
oefos:509018,Knowledge management,oefos
oefos:509019,Futurology,oefos
oefos:509020,Military ethics,oefos
oefos:509021,Military science,oefos
oefos:509022,Polemology,oefos
oefos:509023,Development research,oefos
oefos:509024,Security research,oefos
oefos:509025,Technology studies,oefos
oefos:601001,Ancient history,oefos
oefos:601002,Classical studies,oefos
oefos:601003,Archaeology,oefos
oefos:601004,Epigraphy,oefos
oefos:601005,European history,oefos
oefos:601006,Early history,oefos
oefos:601007,Historical regional studies,oefos
oefos:601008,Science of history,oefos
oefos:601009,Historical auxiliary sciences,oefos
oefos:601010,Classical archaeology,oefos
oefos:601011,Codicology,oefos
oefos:601012,Medieval history,oefos
oefos:601013,Museology,oefos
oefos:601014,Modern history,oefos
oefos:601015,Numismatics,oefos
oefos:601016,Austrian history,oefos
oefos:601017,Palaeography,oefos
oefos:601018,Papyrology,oefos
oefos:601019,Source studies,oefos
oefos:601020,Regional history,oefos
oefos:601021,Prehistory,oefos
oefos:601022,Contemporary history,oefos
oefos:601023,Global history,oefos
oefos:601024,Archaeological prospection,oefos
oefos:601025,Experimental archaeology,oefos
oefos:601026,Virtual archeology,oefos
oefos:601027,Deserted settlement research,oefos
oefos:602001,African studies,oefos
oefos:602002,Egyptology,oefos
oefos:602003,General literature studies,oefos
oefos:602004,General linguistics,oefos
oefos:602005,American studies,oefos
oefos:602006,Applied literature studies,oefos
oefos:602007,Applied linguistics,oefos
oefos:602008,English studies,oefos
oefos:602009,Arabic studies,oefos
oefos:602010,Byzantine studies,oefos
oefos:602011,Computational linguistics,oefos
oefos:602012,Finno-Ugrian studies,oefos
oefos:602013,Sign language research,oefos
oefos:602014,German studies,oefos
oefos:602015,Greek studies,oefos
oefos:602017,Indo-European studies,oefos
oefos:602018,Indology,oefos
oefos:602019,Iranian studies,oefos
oefos:602020,Japanese studies,oefos
oefos:602021,Yiddish studies,oefos
oefos:602022,Jewish studies,oefos
oefos:602023,Celtic studies,oefos
oefos:602024,Classical philology,oefos
oefos:602025,Clinical linguistics,oefos
oefos:602026,Cognitive linguistics,oefos
oefos:602027,Coptic studies,oefos
oefos:602028,Korean studies,oefos
oefos:602029,Latin studies,oefos
oefos:602030,Lexicography,oefos
oefos:602031,History of literature,oefos
oefos:602032,Dialectology,oefos
oefos:602033,Onomastics,oefos
oefos:602034,Dutch studies,oefos
oefos:602035,Modern Greek studies,oefos
oefos:602036,Neurolinguistics,oefos
oefos:602037,Oriental studies,oefos
oefos:602038,Phonetics,oefos
oefos:602039,Phonology,oefos
oefos:602040,Psycholinguistics,oefos
oefos:602041,Rhetoric,oefos
oefos:602042,Romance studies,oefos
oefos:602043,Semiotics,oefos
oefos:602044,Semitic studies,oefos
oefos:602045,Sinology,oefos
oefos:602046,Scandinavian studies,oefos
oefos:602047,Slavonic studies,oefos
oefos:602048,Sociolinguistics,oefos
oefos:602049,Terminology science,oefos
oefos:602050,Tibetan studies,oefos
oefos:602051,Translation studies,oefos
oefos:602052,Turkish studies,oefos
oefos:602053,Comparative literature studies,oefos
oefos:602054,Comparative linguistics,oefos
oefos:602055,Patholinguistics,oefos
oefos:602056,Ancient Oriental studies,oefos
oefos:602057,Historical linguistics,oefos
oefos:602058,Corpus linguistics,oefos
oefos:602059,Writing studies,oefos
oefos:603101,Aesthetics,oefos
oefos:603102,Epistemology,oefos
oefos:603103,Ethics,oefos
oefos:603104,History of philosophy,oefos
oefos:603105,Philosophy of history,oefos
oefos:603106,Hermeneutics,oefos
oefos:603107,Critique of ideology,oefos
oefos:603108,Cultural philosophy,oefos
oefos:603109,Logic,oefos
oefos:603110,Metaphysics,oefos
oefos:603111,Natural philosophy,oefos
oefos:603112,Phenomenology,oefos
oefos:603113,Philosophy,oefos
oefos:603114,Philosophy of mind,oefos
oefos:603115,Philosophical anthropology,oefos
oefos:603117,Philosophy of law,oefos
oefos:603118,Philosophy of religion,oefos
oefos:603119,Social philosophy,oefos
oefos:603120,Philosophy of language,oefos
oefos:603121,Political philosophy,oefos
oefos:603122,Philosophy of technology,oefos
oefos:603123,History of science,oefos
oefos:603124,Theory of science,oefos
oefos:603125,Metaethics,oefos
oefos:603126,Intercultural philosophy,oefos
oefos:603201,Old Testament studies,oefos
oefos:603202,Christian archaeology,oefos
oefos:603203,Christian philosophy,oefos
oefos:603204,Christian social doctrine,oefos
oefos:603205,Dogmatic theology,oefos
oefos:603206,Fundamental theology,oefos
oefos:603207,Homiletics,oefos
oefos:603208,Intercultural theology,oefos
oefos:603209,Canon law,oefos
oefos:603210,Catechetics,oefos
oefos:603211,Church history,oefos
oefos:603212,Liturgical studies,oefos
oefos:603213,Moral theology,oefos
oefos:603214,New Testament studies,oefos
oefos:603215,Ecumenical theology,oefos
oefos:603216,Pastoral psychology,oefos
oefos:603217,Pastoral theology,oefos
oefos:603218,Patrology,oefos
oefos:603219,Practical theology,oefos
oefos:603220,Pastoral care,oefos
oefos:603221,Spiritual theology,oefos
oefos:603222,Systematic theology,oefos
oefos:603223,Theological anthropology,oefos
oefos:603901,Atheism,oefos
oefos:603902,Buddhism,oefos
oefos:603903,Exegesis,oefos
oefos:603904,Hinduism,oefos
oefos:603905,Islam,oefos
oefos:603906,Jewish religion,oefos
oefos:603907,Church law,oefos
oefos:603908,History of religion,oefos
oefos:603909,Religious studies,oefos
oefos:603910,Psychology of religion,oefos
oefos:604001,Applied arts,oefos
oefos:604002,Architectural design,oefos
oefos:604003,Performance practice,oefos
oefos:604004,Fine arts,oefos
oefos:604005,Stage design,oefos
oefos:604006,Performing arts,oefos
oefos:604007,Historic preservation,oefos
oefos:604008,Design,oefos
oefos:604009,Ethnomusicology,oefos
oefos:604010,Film design,oefos
oefos:604011,Film studies,oefos
oefos:604012,Photography,oefos
oefos:604013,Garden art,oefos
oefos:604014,Singing,oefos
oefos:604015,Industrial design,oefos
oefos:604016,Jazz studies,oefos
oefos:604017,Church music,oefos
oefos:604018,"Conservation, restoration",oefos
oefos:604019,Art history,oefos
oefos:604020,Art theory,oefos
oefos:604021,Media arts,oefos
oefos:604022,Music history,oefos
oefos:604023,Music theory,oefos
oefos:604024,Musicology,oefos
oefos:604025,Popular music studies,oefos
oefos:604026,Spatial arts,oefos
oefos:604027,Scenography,oefos
oefos:604028,Dance studies,oefos
oefos:604029,Theatre studies,oefos
oefos:604030,Folk music research,oefos
oefos:604031,Historical technology,oefos
oefos:604032,Instrumental studies,oefos
oefos:604033,Composition,oefos
oefos:604034,Music theatre,oefos
oefos:604035,Organ research,oefos
oefos:604036,Provenance research,oefos
oefos:604037,Collection care,oefos
oefos:604038,Digital arts,oefos
oefos:605001,History of humanities,oefos
oefos:605002,Cultural history,oefos
oefos:605003,Cultural economics,oefos
oefos:605004,Cultural studies,oefos
oefos:605005,Audience research,oefos
oefos:605006,Cultural management,oefos
oefos:605007,Digital humanities,oefos
oefos:605008,Cultural heritage,oefos
